step,front_roll_des_deg,front_pitch_des_deg,front_yaw_des_deg,rear_roll_des_deg,rear_pitch_des_deg,rear_yaw_des_deg,front_q_ik_0_deg,front_q_ik_1_deg,front_q_ik_2_deg,rear_q_ik_0_deg,rear_q_ik_1_deg,rear_q_ik_2_deg,front_q_sim_0_deg,front_q_sim_1_deg,front_q_sim_2_deg,rear_q_sim_0_deg,rear_q_sim_1_deg,rear_q_sim_2_deg,front_residual_0,front_residual_1,front_residual_2,rear_residual_0,rear_residual_1,rear_residual_2,ik_error
3540,2.0,5.0,-23.0,0.0,0.0,0.0,18.172371,11.403262,15.348199,0.031,0.014,0.025,18.291492,11.552107,15.502103,0.039438,-0.00559,0.039655,0.0,0.0,0.0,-0.0,0.0,0.0,
3570,2.0,5.0,-13.0,0.0,0.0,0.0,11.759476,4.533494,7.939348,0.031,0.014,0.025,11.679404,4.546111,7.892213,-0.004839,0.003864,0.002714,-0.0,0.0,-0.0,-0.0,0.0,0.0,
3600,2.0,5.0,-0.0,0.0,0.0,0.0,4.257782,-3.427056,-0.656332,0.031,0.014,0.025,4.15096,-3.4362,-0.713066,-0.018692,-0.000911,-0.00576,-0.0,0.0,-0.0,-0.0,0.0,0.0,
3630,2.0,5.0,10.0,0.0,0.0,0.0,-0.881738,-8.884352,-6.538083,0.031,0.014,0.025,-0.866585,-8.835122,-6.517331,0.052485,0.030678,0.034552,-0.0,0.0,0.0,-0.0,0.0,0.0,
3660,2.0,5.0,10.0,0.0,0.0,0.0,-0.881738,-8.884352,-6.538083,0.031,0.014,0.025,-0.825179,-8.878611,-6.522467,0.02807,0.022719,0.028762,-0.0,0.0,0.0,-0.0,0.0,0.0,
3690,2.0,5.0,3.0,0.0,0.0,0.0,2.659667,-5.120756,-2.483344,0.031,0.014,0.025,2.707573,-5.043812,-2.426046,0.080825,0.042496,0.053464,0.0,0.0,0.0,-0.0,0.0,0.0,
3720,2.0,5.0,3.0,0.0,0.0,0.0,2.659667,-5.120756,-2.483344,0.031,0.014,0.025,2.713203,-5.041786,-2.42107,0.084554,0.045286,0.057629,0.0,0.0,0.0,-0.0,0.0,0.0,
3750,2.0,5.0,-7.0,0.0,0.0,0.0,8.179599,0.729023,3.830626,0.031,0.014,0.025,8.090661,0.732703,3.779551,-0.01472,0.005018,0.00311,0.0,0.0,0.0,-0.0,0.0,0.0,
3780,2.0,5.0,-7.0,0.0,0.0,0.0,8.179599,0.729023,3.830626,0.031,0.014,0.025,8.086289,0.725107,3.77467,-0.019511,0.002295,-0.002264,0.0,0.0,0.0,-0.0,0.0,0.0,
3810,2.0,5.0,-0.0,0.0,0.0,0.0,4.257782,-3.427056,-0.656332,0.031,0.014,0.025,4.152177,-3.416237,-0.715572,-0.029018,-0.020492,-0.020624,-0.0,0.0,-0.0,-0.0,0.0,0.0,
3840,2.0,5.0,-0.0,0.0,0.0,0.0,4.257782,-3.427056,-0.656332,0.031,0.014,0.025,4.147853,-3.434996,-0.70996,-0.01472,-0.005371,-0.006535,-0.0,0.0,-0.0,-0.0,0.0,0.0,
3870,2.0,5.0,-0.0,0.0,0.0,0.0,4.257782,-3.427056,-0.656332,0.031,0.014,0.025,4.15192,-3.437298,-0.709813,-0.01304,-0.00039,-0.008559,-0.0,0.0,-0.0,-0.0,0.0,0.0,
3900,2.0,5.0,-0.0,0.0,0.0,0.0,4.257782,-3.427056,-0.656332,0.031,0.014,0.025,4.151976,-3.437406,-0.709842,-0.013034,-0.000437,-0.008572,-0.0,0.0,-0.0,-0.0,0.0,0.0,
3930,2.0,5.0,-0.0,0.0,0.0,0.0,4.257782,-3.427056,-0.656332,0.031,0.014,0.025,4.151937,-3.437321,-0.709869,-0.01306,-0.000502,-0.008546,-0.0,0.0,-0.0,-0.0,0.0,0.0,
3960,2.0,5.0,-0.0,12.0,0.0,0.0,4.257782,-3.427056,-0.656332,-0.598855,-8.535532,8.478054,4.107674,-3.406904,-0.704732,-0.634042,-8.400565,8.310954,-0.0,0.0,-0.0,0.0,0.0,-0.0,
3990,2.0,5.0,-0.0,32.0,0.0,0.0,4.257782,-3.427056,-0.656332,-4.660445,-23.831295,22.094957,4.180861,-3.404611,-0.691397,-4.720661,-23.802934,22.082188,-0.0,0.0,-0.0,0.0,0.0,0.0,
4020,2.0,5.0,-0.0,35.0,0.0,0.0,4.257782,-3.427056,-0.656332,-5.636233,-26.335056,24.053301,4.167715,-3.400066,-0.688163,-5.690714,-26.319772,24.039604,-0.0,0.0,-0.0,0.0,-0.0,0.0,
4050,2.0,5.0,-0.0,27.0,0.0,0.0,4.257782,-3.427056,-0.656332,-3.260403,-19.805113,18.775416,4.165072,-3.402726,-0.6931,-3.313239,-19.797378,18.761976,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,
4080,2.0,5.0,-0.0,6.0,0.0,0.0,4.257782,-3.427056,-0.656332,-0.124854,-4.237268,4.263022,4.113663,-3.426743,-0.700856,-0.159593,-4.292879,4.261701,-0.0,0.0,-0.0,0.0,0.0,0.0,
4110,2.0,5.0,-0.0,-6.0,0.0,0.0,4.257782,-3.427056,-0.656332,-0.127879,4.265044,-4.213022,4.130601,-3.427769,-0.696357,-0.137627,4.068984,-4.070447,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
4140,2.0,5.0,-0.0,-28.0,0.0,0.0,4.257782,-3.427056,-0.656332,-3.533698,20.619857,-19.394615,4.287232,-3.465434,-0.64214,-3.520445,20.615022,-19.389222,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,
4170,2.0,5.0,-0.0,-28.0,0.0,0.0,4.257782,-3.427056,-0.656332,-3.533698,20.619857,-19.394615,4.305032,-3.468393,-0.647487,-3.538911,20.618637,-19.394573,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,
4200,2.0,5.0,-0.0,-17.0,0.0,0.0,4.257782,-3.427056,-0.656332,-1.252908,12.213912,-11.907092,4.334005,-3.498887,-0.663394,-1.313745,12.38318,-12.069007,-0.0,0.0,-0.0,0.0,-0.0,-0.0,
4230,2.0,5.0,-0.0,3.0,0.0,0.0,4.257782,-3.427056,-0.656332,-0.007534,-2.108695,2.14546,4.17676,-3.430724,-0.702498,-0.046932,-2.114085,2.122321,-0.0,0.0,-0.0,0.0,-0.0,0.0,
4260,2.0,5.0,-0.0,3.0,0.0,0.0,4.257782,-3.427056,-0.656332,-0.007534,-2.108695,2.14546,4.151244,-3.435137,-0.7122,-0.050486,-2.120047,2.11588,-0.0,0.0,-0.0,0.0,-0.0,0.0,
4290,2.0,5.0,-0.0,3.0,0.0,0.0,4.257782,-3.427056,-0.656332,-0.007534,-2.108695,2.14546,4.147908,-3.431371,-0.710122,-0.049238,-2.122166,2.116107,-0.0,0.0,-0.0,0.0,-0.0,0.0,
4320,2.0,5.0,-0.0,3.0,5.0,0.0,4.257782,-3.427056,-0.656332,4.190307,-4.061306,0.029983,4.108522,-3.441859,-0.695252,3.920514,-3.963533,0.113234,-0.0,0.0,-0.0,0.0,0.0,-0.0,
4350,2.0,5.0,-0.0,3.0,20.0,0.0,4.257782,-3.427056,-0.656332,17.278553,-10.654408,-7.358436,4.308287,-3.343364,-0.59115,17.326409,-10.643575,-7.325359,-0.0,0.0,-0.0,-0.0,0.0,0.0,
4380,2.0,5.0,-0.0,3.0,35.0,0.0,4.257782,-3.427056,-0.656332,31.04848,-18.136596,-16.878225,4.297574,-3.38106,-0.607637,30.843406,-17.990939,-16.681118,-0.0,0.0,-0.0,-0.0,0.0,0.0,
4410,2.0,5.0,-0.0,3.0,35.0,0.0,4.257782,-3.427056,-0.656332,31.04848,-18.136596,-16.878225,4.279317,-3.368758,-0.608916,31.079044,-18.123755,-16.856053,-0.0,0.0,-0.0,-0.0,0.0,0.0,
4440,2.0,5.0,-0.0,3.0,22.0,0.0,4.257782,-3.427056,-0.656332,19.078736,-11.607709,-8.486931,4.295547,-3.383054,-0.5964,19.352721,-11.750125,-8.604847,-0.0,0.0,-0.0,-0.0,0.0,0.0,
4470,2.0,5.0,-0.0,3.0,-0.0,0.0,4.257782,-3.427056,-0.656332,-0.007534,-2.108695,2.14546,4.210151,-3.456112,-0.735638,0.171338,-2.234503,2.005624,-0.0,0.0,-0.0,0.0,0.0,-0.0,
4500,2.0,5.0,-0.0,3.0,-13.0,0.0,4.257782,-3.427056,-0.656332,-10.573414,2.323305,7.047609,4.301347,-3.480125,-0.664551,-10.592559,2.320937,7.047962,-0.0,0.0,-0.0,-0.0,0.0,0.0,
4530,2.0,5.0,-0.0,3.0,-35.0,0.0,4.257782,-3.427056,-0.656332,-27.700875,7.48474,14.014871,4.276897,-3.46224,-0.667324,-27.710166,7.484429,14.015243,-0.0,0.0,-0.0,0.0,0.0,-0.0,
4560,2.0,5.0,-0.0,3.0,-17.0,0.0,4.257782,-3.427056,-0.656332,-13.738907,3.488872,8.415782,4.330617,-3.529334,-0.635754,-13.940891,3.549747,8.496369,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,
4590,2.0,5.0,-0.0,3.0,6.0,0.0,4.257782,-3.427056,-0.656332,5.03963,-4.467427,-0.411358,4.167688,-3.421819,-0.689229,5.00467,-4.474923,-0.42786,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
4620,2.0,5.0,-0.0,3.0,6.0,0.0,4.257782,-3.427056,-0.656332,5.03963,-4.467427,-0.411358,4.158046,-3.429029,-0.704814,4.992008,-4.477501,-0.43437,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
4650,2.0,5.0,-0.0,3.0,6.0,0.0,4.257782,-3.427056,-0.656332,5.03963,-4.467427,-0.411358,4.157818,-3.42959,-0.705224,4.991097,-4.47739,-0.434288,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
4680,2.0,5.0,-0.0,3.0,6.0,0.0,4.257782,-3.427056,-0.656332,5.03963,-4.467427,-0.411358,4.156887,-3.430707,-0.705405,4.990074,-4.476891,-0.434411,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
4710,2.0,5.0,-0.0,3.0,6.0,0.0,4.257782,-3.427056,-0.656332,5.03963,-4.467427,-0.411358,4.1485,-3.436509,-0.711891,4.98528,-4.480698,-0.438187,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
4740,2.0,5.0,-0.0,3.0,6.0,0.0,4.257782,-3.427056,-0.656332,5.03963,-4.467427,-0.411358,4.143665,-3.438924,-0.712814,4.984542,-4.481291,-0.441828,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
4770,2.0,5.0,-0.0,11.0,6.0,0.0,4.257782,-3.427056,-0.656332,4.801731,-9.631108,5.223672,4.177387,-3.438005,-0.718541,4.748655,-9.483445,5.032692,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
4800,2.0,5.0,-0.0,19.0,6.0,0.0,4.257782,-3.427056,-0.656332,3.978597,-14.91371,10.783636,4.194248,-3.410184,-0.682265,3.927473,-14.892358,10.774761,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
4830,2.0,5.0,-0.0,19.0,17.0,0.0,4.257782,-3.427056,-0.656332,14.599297,-17.445978,5.625751,4.190506,-3.419759,-0.689408,14.536174,-17.436998,5.624394,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
4860,2.0,5.0,-0.0,19.0,26.0,0.0,4.257782,-3.427056,-0.656332,23.703917,-19.722154,0.742433,4.173299,-3.435917,-0.720383,23.651811,-19.729008,0.716136,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,
4890,2.0,5.0,-0.0,19.0,26.0,0.0,4.257782,-3.427056,-0.656332,23.703917,-19.722154,0.742433,4.172497,-3.437113,-0.720851,23.651743,-19.729118,0.71546,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,
4920,2.0,5.0,-0.0,19.0,26.0,0.0,4.257782,-3.427056,-0.656332,23.703917,-19.722154,0.742433,4.172469,-3.437591,-0.720632,23.651763,-19.729109,0.71543,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,
4950,2.0,5.0,-0.0,13.0,26.0,0.0,4.257782,-3.427056,-0.656332,23.593852,-17.395062,-3.590396,4.18295,-3.504104,-0.7302,23.564124,-17.502797,-3.460959,-0.0,0.0,-0.0,-0.0,0.0,0.0,
4980,2.0,5.0,-0.0,-0.0,20.0,0.0,4.257782,-3.427056,-0.656332,16.971931,-9.239504,-9.527155,4.258556,-3.390245,-0.612781,17.253927,-9.486992,-9.470574,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
5010,2.0,5.0,-0.0,-0.0,-4.0,0.0,4.257782,-3.427056,-0.656332,-3.212228,1.599173,1.613799,4.218131,-3.444907,-0.71267,-3.031093,1.474802,1.490986,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,
5040,2.0,5.0,-0.0,-0.0,-8.0,0.0,4.257782,-3.427056,-0.656332,-6.412148,3.088872,3.118226,4.291612,-3.475666,-0.662266,-6.426965,3.087063,3.118357,-0.0,0.0,-0.0,-0.0,-0.0,0.0,
5070,2.0,5.0,-0.0,-0.0,-8.0,0.0,4.257782,-3.427056,-0.656332,-6.412148,3.088872,3.118226,4.288158,-3.473556,-0.662295,-6.425923,3.08724,3.118332,-0.0,0.0,-0.0,-0.0,-0.0,0.0,
5100,2.0,5.0,-0.0,-0.0,-8.0,8.0,4.257782,-3.427056,-0.656332,-11.090068,-1.629787,-0.768958,4.279205,-3.389015,-0.632632,-11.063047,-1.60622,-0.754587,-0.0,0.0,-0.0,0.0,0.0,-0.0,
5130,2.0,5.0,-0.0,-0.0,-8.0,21.0,4.257782,-3.427056,-0.656332,-18.011668,-8.536177,-6.394103,4.300827,-3.356253,-0.600635,-17.966816,-8.501876,-6.378678,-0.0,0.0,-0.0,-0.0,0.0,0.0,
5160,2.0,5.0,-0.0,-0.0,-8.0,12.0,4.257782,-3.427056,-0.656332,-13.300963,-3.850401,-2.58915,4.301902,-3.348217,-0.604963,-13.25216,-3.815824,-2.5722,-0.0,0.0,-0.0,-0.0,-0.0,0.0,
5190,2.0,5.0,-0.0,-0.0,-8.0,-2.0,4.257782,-3.427056,-0.656332,-5.183911,4.329073,4.1426,4.106405,-3.377796,-0.667262,-5.333943,4.165625,3.999733,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
5220,2.0,5.0,-0.0,-0.0,-8.0,-14.0,4.257782,-3.427056,-0.656332,2.745551,12.304186,10.742234,4.162541,-3.423689,-0.697507,2.711243,12.294995,10.718268,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
5250,2.0,5.0,-0.0,-0.0,-8.0,-28.0,4.257782,-3.427056,-0.656332,13.34993,22.767707,19.426254,4.186155,-3.374557,-0.63701,13.135437,22.590639,19.274299,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,
5280,2.0,5.0,-0.0,-0.0,-8.0,-29.0,4.257782,-3.427056,-0.656332,14.166251,23.559969,20.085703,4.19099,-3.420311,-0.683621,14.137847,23.559858,20.069666,-0.0,0.0,-0.0,0.0,0.0,0.0,
5310,2.0,5.0,-0.0,-0.0,-8.0,-18.0,4.257782,-3.427056,-0.656332,5.619916,15.16893,13.116377,4.122788,-3.441222,-0.725954,5.579991,15.154323,13.079992,-0.0,0.0,-0.0,0.0,-0.0,0.0,
5340,2.0,5.0,-0.0,-0.0,-8.0,-8.0,4.257782,-3.427056,-0.656332,-1.344018,8.200914,7.344619,4.171848,-3.464692,-0.727388,-1.21379,8.334608,7.439591,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
5370,2.0,5.0,-0.0,-0.0,-8.0,-4.0,4.257782,-3.427056,-0.656332,-3.930378,5.594282,5.188362,4.150334,-3.442374,-0.70667,-3.978832,5.579133,5.164595,-0.0,0.0,-0.0,-0.0,0.0,0.0,
5400,2.0,5.0,-0.0,-0.0,-8.0,1.0,4.257782,-3.427056,-0.656332,-7.017055,2.478037,2.614008,4.301818,-3.478264,-0.667272,-7.033292,2.475213,2.615121,-0.0,0.0,-0.0,0.0,0.0,-0.0,
5430,2.0,5.0,-0.0,-0.0,-8.0,1.0,4.257782,-3.427056,-0.656332,-7.017055,2.478037,2.614008,4.297988,-3.475011,-0.665407,-7.030834,2.475768,2.615314,-0.0,0.0,-0.0,0.0,0.0,-0.0,
5460,2.0,5.0,-0.0,-0.0,-8.0,1.0,4.257782,-3.427056,-0.656332,-7.017055,2.478037,2.614008,4.295844,-3.473087,-0.664431,-7.029445,2.476218,2.615558,-0.0,0.0,-0.0,0.0,0.0,-0.0,
5490,2.0,5.0,-0.0,-0.0,-8.0,1.0,4.257782,-3.427056,-0.656332,-7.017055,2.478037,2.614008,4.294557,-3.471515,-0.663911,-7.02851,2.476595,2.615858,-0.0,0.0,-0.0,0.0,0.0,-0.0,
5520,2.0,5.0,-0.0,-0.0,-8.0,1.0,4.257782,-3.427056,-0.656332,-7.017055,2.478037,2.614008,4.294248,-3.470177,-0.663881,-7.02794,2.476912,2.616339,-0.0,0.0,-0.0,0.0,0.0,-0.0,
5550,2.0,5.0,-0.0,-0.0,-8.0,1.0,4.257782,-3.427056,-0.656332,-7.017055,2.478037,2.614008,4.294391,-3.469197,-0.663958,-7.027692,2.477177,2.616689,-0.0,0.0,-0.0,0.0,0.0,-0.0,
5580,2.0,5.0,-0.0,-0.0,-8.0,1.0,4.257782,-3.427056,-0.656332,-7.017055,2.478037,2.614008,4.294562,-3.468766,-0.664306,-7.027628,2.477263,2.61674,-0.0,0.0,-0.0,0.0,0.0,-0.0,
